1	49119
1	49703
1	49743
2	49031
2	49315
2	49448
3	42822
3	49692
3	49890
4	41158
4	47060
4	48770
5	49744
5	49853
5	49920
6	48879
6	49456
6	49981
7	49600
7	49861
7	49995
8	47483
8	49730
8	49768
9	46440
9	49401
9	49895
10	47937
10	48200
10	49590
11	47613
11	48895
11	49475
12	15216
12	43455
12	49751
13	25905
13	40829
13	49690
14	44710
14	48449
14	49431
15	48562
15	49881
15	49886
16	43529
16	48188
16	49505
17	38201
17	44517
17	49828
18	38707
18	49209
18	49959
19	49520
19	49852
19	49925
20	46635
20	49748
20	49921
21	45626
21	49255
21	49731
22	45250
22	49415
22	49981
23	29029
23	46508
23	49515
24	49673
24	49733
24	49901
25	17493
25	49937
25	49966
26	47336
26	48921
26	49974
27	48427
27	49799
27	49847
28	41846
28	47850
28	49771
29	38422
29	49873
29	49924
30	49778
30	49898
30	49985
31	49755
31	49887
31	49961
32	32921
32	48645
32	49365
33	49070
33	49400
33	49800
34	45945
34	49788
34	49828
35	49091
35	49512
35	49732
36	29958
36	47194
36	49771
37	43138
37	48059
37	49295
38	36913
38	49282
38	49884
39	49037
39	49522
39	49940
40	2473
40	24540
40	47874
41	48796
41	49780
41	49982
42	47763
42	48361
42	49854
43	25918
43	34630
43	49982
44	41331
44	49320
44	49873
45	25258
45	49864
45	49976
46	49095
46	49370
46	49923
47	14799
47	47884
47	49659
48	47482
48	47736
48	49917
49	41252
49	49352
49	49651
50	43530
50	49801
50	49823
51	42605
51	43510
51	47590
52	37840
52	43880
52	49879
53	49681
53	49827
53	49865
54	43295
54	49710
54	49860
55	32483
55	46681
55	49913
56	49044
56	49357
56	49952
57	12263
57	48382
57	49980
58	33100
58	47626
58	49148
59	38155
59	45905
59	49634
60	28093
60	44388
60	49827
61	48701
61	49851
61	49907
62	43940
62	47686
62	49906
63	49102
63	49425
63	49676
64	47269
64	47928
64	49654
65	47560
65	49311
65	49851
66	33739
66	44498
66	49823
67	41874
67	49259
67	49939
68	48784
68	49427
68	49936
69	47001
69	48895
69	48906
70	26616
70	48649
70	48726
71	48529
71	49968
71	49970
72	46684
72	48284
72	49914
73	36996
73	49600
73	49995
74	49712
74	49825
74	49959
75	42496
75	47626
75	49148
76	40386
76	46228
76	49997
77	48839
77	49262
77	49903
78	5353
78	45145
78	48690
79	44019
79	49229
79	49475
80	17641
80	29481
80	49132
81	46584
81	49523
81	49892
82	34332
82	47324
82	49925
83	48907
83	49512
83	49958
84	43696
84	46070
84	48359
85	49392
85	49427
85	49936
86	35510
86	48856
86	49982
87	46636
87	47768
87	49804
88	40315
88	45167
88	49595
89	32437
89	48885
89	49703
90	47812
90	49258
90	49895
91	8512
91	49555
91	49706
92	48958
92	49918
92	49962
93	37018
93	37648
93	49946
94	37000
94	41852
94	49998
95	35845
95	49717
95	49894
96	12226
96	45431
96	47598
97	35486
97	49751
97	49992
98	43418
98	49808
98	49926
99	49211
99	49498
99	49708
100	1996
100	37024
100	49981
101	37344
101	48681
101	49918
102	7221
102	41737
102	49507
103	48168
103	49285
103	49860
104	45560
104	46927
104	49934
105	45800
105	48723
105	48992
106	49427
106	49695
106	49936
107	49418
107	49593
107	49948
108	49643
108	49782
108	49924
109	2178
109	43275
109	49691
110	48213
110	49763
110	49969
111	45212
111	49862
111	49940
112	49188
112	49559
112	49932
113	46764
113	49510
113	49978
114	47869
114	49929
114	49979
115	48212
115	48848
115	48941
116	45964
116	48341
116	49751
117	17031
117	29142
117	47795
118	45435
118	46587
118	49659
119	48663
119	49828
119	49908
120	47101
120	48772
120	49595
121	49130
121	49810
121	49899
122	49620
122	49621
122	49698
123	46334
123	49623
123	49992
124	35360
124	45035
124	48704
125	47890
125	48712
125	49594
126	22011
126	48309
126	49165
127	44848
127	49762
127	49909
128	49688
128	49839
128	49912
129	47816
129	49594
129	49879
130	47129
130	49420
130	49913
131	49660
131	49678
131	49769
132	42389
132	48333
132	49913
133	41976
133	45043
133	49942
134	47741
134	49651
134	49837
135	45131
135	48294
135	49906
136	26576
136	46476
136	49879
137	39137
137	42357
137	46953
138	16519
138	47951
138	49773
139	43589
139	48684
139	48821
140	34096
140	47523
140	49721
141	47641
