1	18883
1	23931
1	24414
2	5073
2	24697
2	24731
3	23798
3	24405
3	24966
4	24942
4	24990
4	24991
5	6746
5	24866
5	24983
6	24062
6	24854
6	24998
7	20665
7	23460
7	24477
8	22460
8	24329
8	24642
9	24603
9	24956
9	24966
10	24930
10	24944
10	24979
10	24999
11	19846
11	23916
11	24757
12	23752
12	24938
12	24987
13	24556
13	24757
13	24881
14	23289
14	24432
14	24951
15	15146
15	24807
15	24976
16	22333
16	24420
16	24948
17	24922
17	24962
17	25000
18	24647
18	24856
18	24895
19	24827
19	24951
19	24968
20	24106
20	24956
20	24966
21	19028
21	24540
21	24984
22	24772
22	24959
22	24986
23	22226
23	24484
23	24814
24	21598
24	24139
24	24894
25	24942
25	24990
25	24991
26	24851
26	24959
26	24986
27	23762
27	24563
27	24889
28	24942
28	24990
28	24991
29	21823
29	24888
29	24997
30	24173
30	24458
30	24969
31	21908
31	24750
31	24813
32	24839
32	24865
32	24914
33	24673
33	24778
33	24973
34	9489
34	24688
34	24948
35	24485
35	24783
35	24894
36	16591
36	24665
36	24799
37	24925
37	24933
37	24996
38	17859
38	24272
38	24963
39	24645
39	24944
39	24945
40	9779
40	21205
40	22217
41	24671
41	24903
41	24994
42	22436
42	24621
42	24973
43	21273
43	24537
43	24928
44	11108
44	13511
44	21786
45	23538
45	24264
45	24934
46	23683
46	24433
46	24562
47	24290
47	24959
47	24986
48	23557
48	24686
48	24768
49	11121
49	24746
49	24957
49	24964
50	8739
50	22252
50	24079
51	19525
51	24580
51	24794
52	7247
52	23483
52	24941
53	19367
53	24959
53	24998
54	22217
54	23367
54	24886
55	24330
55	24913
55	24985
56	24288
56	24722
56	24879
57	3387
57	8411
57	24969
58	24191
58	24926
58	24996
59	19525
59	24404
59	24975
60	20640
60	24738
60	24895
61	24726
61	24965
61	24981
62	19324
62	23035
62	24654
63	24976
63	24979
63	24985
63	24991
64	24656
64	24794
64	24975
65	24873
65	24917
65	24960
66	24776
66	24921
66	24950
67	3653
67	24858
67	24974
68	22502
68	24740
68	24879
69	24477
69	24799
69	24863
70	16377
70	24993
70	24999
71	15414
71	24943
71	24964
72	13504
72	23413
72	24295
73	14996
73	23301
73	24737
74	17939
74	24744
74	24997
75	24353
75	24694
75	24871
76	3220
76	24893
76	24998
77	23838
77	24535
77	24844
78	12008
78	18774
78	24974
79	22994
79	24887
79	24937
79	24963
80	24205
80	24843
80	24912
81	24289
81	24700
81	24716
82	23589
82	24354
82	24804
83	24563
83	24889
83	24931
84	24867
84	24925
84	24966
85	12104
85	22934
85	24863
86	24856
86	24861
86	24935
87	3373
87	11442
87	24356
88	5800
88	24071
88	24816
89	7260
89	14337
89	21354
90	24366
90	24887
90	24972
91	13834
91	14605
91	24884
91	24979
92	24726
92	24870
92	24973
93	24778
93	24869
93	24995
94	8694
94	24017
94	24548
95	19469
95	20536
95	23164
96	24851
96	24959
96	24986
97	24728
97	24919
97	24937
98	23011
98	23884
98	24878
99	24593
99	24832
99	24968
100	24942
100	24990
100	24991
101	24889
101	24902
101	24931
102	24342
102	24545
102	24997
103	17989
103	23746
103	24150
104	24887
104	24915
104	24972
105	21846
105	23571
105	24963
106	24745
106	24859
106	24930
107	19378
107	24452
107	24768
108	24778
108	24844
108	24933
109	24548
109	24934
109	24979
109	24999
110	24441
110	24652
110	24876
111	14362
111	20180
